east;size;sales;investment
TRUE;2;53625;50799
TRUE;7;187822;8268
TRUE;92;2471449;54214
TRUE;5;134321;0
TRUE;3;80659;0
TRUE;2;53814;0
TRUE;53;1426423;54210
TRUE;9;242287;42037
TRUE;64;1723088;2254340
TRUE;20;538594;0
TRUE;3;80866;0
TRUE;183;4935788;1394523
TRUE;4;107930;0
TRUE;1;27008;1000
TRUE;6;162066;47637
TRUE;16;433717;0
TRUE;20;542537;0
TRUE;4;108520;2186
TRUE;4;108521;0
TRUE;162;4396108;1635820
TRUE;57;1547355;201754
TRUE;323;8770763;1396551
TRUE;2;54325;0
TRUE;8;217678;0
TRUE;3;81747;0
TRUE;2;54520;0
TRUE;1;27320;0
TRUE;5;136802;0
TRUE;19;520404;
TRUE;3;82257;0
TRUE;16;438863;9309
TRUE;2;54892;1817
TRUE;3;82386;30822
TRUE;3;82413;0
TRUE;3;82656;63596
TRUE;180;4963078;2500000
TRUE;22;607654;36109
TRUE;2;55285;0
TRUE;8;221357;0
TRUE;4;110748;13742
TRUE;10;277772;24615
TRUE;3;83449;0
TRUE;9;250397;0
TRUE;7;195242;7999
TRUE;13;362666;0
TRUE;7;195436;0
TRUE;11;307355;0
TRUE;2;55906;0
TRUE;2;55930;0
TRUE;14;391760;27054
TRUE;13;363981;27169
TRUE;2;56051;0
TRUE;77;2159889;167164
TRUE;5;140319;0
TRUE;5;140488;31261
TRUE;31;871174;405919
TRUE;2;56249;0
TRUE;2;56394;0
TRUE;1;28222;27399
TRUE;3;84794;10431
TRUE;2;56549;0
TRUE;2;56643;0
TRUE;36;1019987;9271
TRUE;156;4426913;249774
TRUE;17;482423;38526
TRUE;39;1107986;0
TRUE;27;767192;9261
TRUE;144;4097431;0
TRUE;6;170859;0
TRUE;2;56994;1027
TRUE;17;484851;187299
TRUE;5;142635;0
TRUE;2;57113;0
TRUE;2;57116;15743
TRUE;72;2058288;207331
TRUE;3;85767;0
TRUE;2;57329;0
TRUE;2;57342;0
TRUE;317;9091848;2500000
TRUE;19;544989;32117
TRUE;12;344534;0
TRUE;2;57457;24934
TRUE;72;2073512;727529
TRUE;5;144157;3209
TRUE;9;259578;0
TRUE;41;1182642;578713
TRUE;13;375003;
TRUE;42;1212225;
TRUE;14;404217;18832
TRUE;70;2021529;2500000
TRUE;17;491939;310697
TRUE;3;86904;0
TRUE;23;667201;49405
TRUE;40;1160990;43356
TRUE;3;87088;0
TRUE;52;1513425;719643
TRUE;4;116466;0
TRUE;175;5099489;0
TRUE;5;145747;0
TRUE;13;379122;0
TRUE;2;58335;0
TRUE;6;175068;0
TRUE;34;993123;0
TRUE;5;146076;1448
TRUE;23;671966;
TRUE;2;58493;18599
TRUE;28;818965;
TRUE;218;6377968;231554
TRUE;4;117074;0
TRUE;5;146648;0
TRUE;9;264127;0
TRUE;8;235116;85781
TRUE;3;88214;2880
TRUE;2;58867;4573
TRUE;2;58880;0
TRUE;19;559577;103750
TRUE;77;2270261;2433879
TRUE;65;1920596;81277
TRUE;2;59105;0
TRUE;4;118325;0
TRUE;2;59242;0
TRUE;6;177894;0
TRUE;8;237286;73067
TRUE;2;59479;0
TRUE;16;476228;27950
TRUE;8;238408;100077
TRUE;1;29807;3007
TRUE;16;477355;10274
TRUE;39;1164064;545954
TRUE;22;656944;64310
TRUE;128;3822874;0
TRUE;37;1106853;89492
TRUE;8;239375;
TRUE;6;179605;0
TRUE;5;149712;21842
TRUE;33;990261;52916
TRUE;11;330179;0
TRUE;7;210280;0
TRUE;9;270685;0
TRUE;54;1625080;31058
TRUE;4;120388;0
TRUE;19;571849;25230
TRUE;45;1355990;1557256
TRUE;3;90495;28731
TRUE;9;271721;25955
TRUE;52;1570498;39118
TRUE;21;635741;0
TRUE;2;60584;2025
TRUE;6;181899;95369
TRUE;2;60672;0
TRUE;15;455855;5400
TRUE;8;243250;10574
TRUE;41;1246916;97953
TRUE;1;30444;0
TRUE;12;366378;158959
TRUE;47;1435349;0
TRUE;4;122162;0
TRUE;48;1466474;38883
TRUE;55;1681401;102047
TRUE;83;2537579;1899073
TRUE;2;61149;0
TRUE;128;3921661;185781
TRUE;115;3524516;0
TRUE;30;919587;21647
TRUE;3;92051;9043
TRUE;2;61394;0
TRUE;9;276281;11158
TRUE;6;184320;0
TRUE;2;61522;0
TRUE;27;833029;0
TRUE;3;92605;1000
TRUE;47;1451696;
TRUE;22;679907;0
TRUE;9;278360;97632
TRUE;7;216671;0
TRUE;6;186097;5191
TRUE;2;62095;0
TRUE;38;1180408;15672
TRUE;6;186621;2851
TRUE;2;62215;6232
TRUE;6;186687;22793
TRUE;114;3552814;703848
TRUE;64;1995597;0
TRUE;13;405895;73721
TRUE;6;187359;23979
TRUE;6;187613;0
TRUE;5;156478;26216
TRUE;174;5447688;75069
TRUE;17;532260;0
TRUE;90;2818589;756414
TRUE;145;4543703;685759
TRUE;30;940165;9570
TRUE;2;62689;0
TRUE;23;720926;0
TRUE;13;407482;4983
TRUE;6;188103;0
TRUE;23;721087;132477
TRUE;15;470981;0
TRUE;5;157024;0
TRUE;21;659539;25017
TRUE;3;94294;15945
TRUE;2;62881;21453
TRUE;3;94430;0
TRUE;3;94431;0
TRUE;4;125988;41875
TRUE;2;63026;0
TRUE;5;157633;0
TRUE;46;1453182;0
TRUE;44;1390090;0
TRUE;57;1801484;0
TRUE;2;63279;0
TRUE;44;1392222;32616
TRUE;17;538026;28317
TRUE;2;63369;0
TRUE;2;63435;0
TRUE;3;95273;0
TRUE;3;95287;0
TRUE;155;4924025;2500000
TRUE;15;476676;68020
TRUE;3;95376;1000
TRUE;2;63607;0
TRUE;2;63685;0
TRUE;24;764348;0
TRUE;2;63704;0
TRUE;79;2517716;32477
TRUE;2;63812;0
TRUE;5;159742;0
TRUE;3;96037;5009
TRUE;5;160176;157438
TRUE;271;8691668;137005
TRUE;4;128353;72865
TRUE;3;96269;0
TRUE;3;96274;19988
TRUE;6;193030;0
TRUE;122;3926430;75543
TRUE;3;96589;0
TRUE;28;902374;0
TRUE;122;3934875;66434
TRUE;2;64507;18908
TRUE;10;322667;48065
TRUE;5;161397;20074
TRUE;4;129132;0
TRUE;16;516638;9693
TRUE;3;96936;4571
TRUE;119;3848245;127854
TRUE;15;485139;0
TRUE;2;64732;0
TRUE;4;129528;0
TRUE;2;64780;26226
TRUE;175;5671834;1683010
TRUE;209;6777521;0
TRUE;50;1623029;431457
TRUE;1;32507;0
TRUE;2;65025;19752
TRUE;11;357732;0
TRUE;72;2341832;15566
TRUE;2;65129;0
TRUE;6;195453;0
TRUE;27;879762;33535
TRUE;7;228089;119611
TRUE;19;619149;0
TRUE;5;162950;0
TRUE;76;2477516;0
TRUE;7;228584;4918
TRUE;5;163288;0
TRUE;23;751227;0
TRUE;8;261585;0
TRUE;5;163520;0
TRUE;7;228991;0
TRUE;2;65432;0
TRUE;221;7231330;2500000
TRUE;15;490829;
TRUE;3;98196;0
TRUE;1;32757;0
TRUE;3;98278;21903
TRUE;60;1965636;49629
TRUE;2;65525;103428
TRUE;3;98405;1000
TRUE;2;65666;0
TRUE;10;328385;8485
TRUE;93;3054617;1803762
TRUE;21;689842;41515
TRUE;135;4437605;0
TRUE;2;65784;0
TRUE;5;164499;48524
TRUE;10;329028;13695
TRUE;1;32932;23958
TRUE;10;329394;27275
TRUE;6;197739;14210
TRUE;3;98882;9968
TRUE;3;98912;0
TRUE;1;32991;0
TRUE;4;131987;0
TRUE;3;99018;0
TRUE;107;3536108;75702
TRUE;14;462696;254625
TRUE;9;297463;0
TRUE;56;1853012;14598
TRUE;17;562690;9944
TRUE;7;232013;0
TRUE;3;99472;1816
TRUE;2;66315;0
TRUE;118;3915678;653537
TRUE;62;2058007;
TRUE;2;66405;0
TRUE;35;1164953;2286444
TRUE;133;4430657;978001
TRUE;4;133467;5166
TRUE;46;1535110;1682983
TRUE;2;66793;0
TRUE;4;133602;20403
TRUE;3;100215;2040
TRUE;274;9153329;27799
TRUE;7;233931;0
TRUE;8;267710;218684
TRUE;31;1037961;911133
TRUE;2;67009;0
TRUE;4;134152;0
TRUE;273;9157693;507563
TRUE;2;67096;0
TRUE;31;1040235;0
TRUE;44;1477096;56924
TRUE;18;604937;0
TRUE;59;1984511;28884
TRUE;4;135037;0
TRUE;274;9253006;990320
TRUE;36;1216815;82221
TRUE;33;1116111;58439
TRUE;8;270607;4168
TRUE;16;541409;120004
TRUE;9;304657;5415
TRUE;4;135446;4318
TRUE;6;203485;0
TRUE;2;67852;0
TRUE;6;203666;0
TRUE;11;373419;0
TRUE;2;68214;0
TRUE;134;4575423;0
TRUE;9;307360;0
TRUE;19;649440;0
TRUE;5;171019;31000
TRUE;58;1985617;1302684
TRUE;27;924881;0
TRUE;3;102873;13248
TRUE;3;102888;27655
TRUE;8;274559;0
TRUE;14;480693;0
TRUE;22;755922;84454
TRUE;23;790427;203617
TRUE;98;3368949;
TRUE;6;206515;0
TRUE;3;103343;0
TRUE;13;447999;0
TRUE;26;896947;152297
TRUE;3;103515;0
TRUE;5;172527;0
TRUE;16;552284;0
TRUE;22;760740;0
TRUE;4;138340;0
TRUE;37;1280360;
TRUE;40;1384614;0
TRUE;54;1869412;39615
TRUE;5;173102;0
TRUE;219;7587127;1310097
TRUE;4;138611;20484
TRUE;2;69329;0
TRUE;2;69400;0
TRUE;4;138838;3234
TRUE;3;104196;0
TRUE;9;312693;0
TRUE;4;138990;0
TRUE;4;139047;0
TRUE;98;3409015;130898
TRUE;3;104520;5015
TRUE;21;732847;0
TRUE;5;174567;24067
TRUE;2;69914;18139
TRUE;21;734259;16452
TRUE;9;315112;38155
TRUE;115;4030254;0
TRUE;5;175342;20835
TRUE;7;245508;0
TRUE;54;1894111;128353
TRUE;2;70201;0
TRUE;4;140408;0
TRUE;3;105410;11320
TRUE;53;1863031;40867
TRUE;4;140764;0
TRUE;3;105585;1000
TRUE;5;176123;0
TRUE;2;70497;
TRUE;1;35279;0
TRUE;30;1060369;54324
TRUE;2;70758;0
TRUE;3;106316;0
TRUE;4;141828;0
TRUE;4;142062;126810
TRUE;18;641494;42474
TRUE;20;713225;0
TRUE;52;1856879;52166
TRUE;5;178697;0
TRUE;9;321693;0
TRUE;11;393182;5070
TRUE;3;107285;16220
TRUE;7;250336;56373
TRUE;2;71530;4728
TRUE;33;1180455;28365
TRUE;36;1288641;0
TRUE;4;143197;29566
TRUE;43;1544398;650102
TRUE;10;360299;102721
TRUE;7;252380;3230
TRUE;173;6237906;0
TRUE;2;72126;0
TRUE;4;144261;0
TRUE;7;252670;32353
TRUE;16;577591;9365
TRUE;16;577680;0
TRUE;2;72263;1803
TRUE;3;108514;
TRUE;11;398017;200059
TRUE;41;1483677;0
TRUE;73;2642346;35071
TRUE;3;108655;5187
TRUE;15;543607;27368
TRUE;19;689091;36123
TRUE;3;108838;0
TRUE;4;145146;0
TRUE;35;1270443;10674
TRUE;1;36300;0
TRUE;5;181541;3697
TRUE;8;290507;0
TRUE;1;36320;31582
TRUE;17;617494;0
TRUE;17;618418;0
TRUE;26;946159;303772
TRUE;2;72839;0
TRUE;2;72970;0
TRUE;31;1131146;19133
TRUE;2;73026;27314
TRUE;10;365143;0
TRUE;6;219251;0
TRUE;7;255885;5029
TRUE;9;329148;18217
TRUE;21;768028;21293
TRUE;4;146305;11887
TRUE;20;731727;25506
TRUE;33;1209095;1238904
TRUE;7;256566;0
TRUE;2;73324;0
TRUE;41;1508402;14411
TRUE;27;993920;26307
TRUE;59;2176760;97337
TRUE;5;184528;38856
TRUE;111;4096774;0
TRUE;223;8233103;2424722
TRUE;139;5133417;104924
TRUE;4;147754;0
TRUE;5;184701;0
TRUE;2;73903;0
TRUE;11;406478;10376
TRUE;6;221717;5136
TRUE;51;1888158;0
TRUE;10;370579;0
TRUE;1;37070;0
TRUE;9;334073;98796
TRUE;4;148516;8680
TRUE;6;222853;0
TRUE;2;74286;0
TRUE;12;446359;0
TRUE;2;74416;0
TRUE;4;148833;0
TRUE;18;669968;15660
TRUE;3;111853;0
TRUE;42;1569359;200056
TRUE;5;187158;0
TRUE;3;112471;11510
TRUE;32;1200016;32161
TRUE;6;225056;0
TRUE;19;712807;318435
TRUE;14;525414;12815
TRUE;2;75103;0
TRUE;41;1540703;57545
TRUE;11;413480;0
TRUE;13;488857;0
TRUE;135;5080478;530396
TRUE;4;150549;0
TRUE;2;75299;7003
TRUE;6;226035;0
TRUE;183;6895509;0
TRUE;3;113091;0
TRUE;8;302006;1057
TRUE;8;302271;5139
TRUE;20;756197;33902
TRUE;27;1021252;207296
TRUE;2;75649;0
TRUE;5;189269;0
TRUE;3;113640;0
TRUE;5;189618;0
TRUE;10;379381;
TRUE;9;341628;18884
TRUE;26;987431;4589
TRUE;18;684205;0
TRUE;7;266264;0
TRUE;5;190223;0
TRUE;5;190232;0
TRUE;2;76154;1856
TRUE;2;76201;3139
TRUE;16;609895;0
TRUE;2;76243;4660
TRUE;5;190645;0
TRUE;3;114415;7740
TRUE;70;2671022;33456
TRUE;53;2024085;0
TRUE;10;382024;0
TRUE;38;1453241;87357
TRUE;2;76498;0
TRUE;11;420854;0
TRUE;7;267818;9857
TRUE;19;727989;196579
TRUE;10;383227;0
TRUE;2;76681;189327
TRUE;12;460448;4718
TRUE;6;230256;0
TRUE;61;2343196;189476
TRUE;2;76833;0
TRUE;16;614758;0
TRUE;2;76856;2121
TRUE;19;730435;128541
TRUE;4;153986;0
TRUE;14;538991;0
TRUE;105;4043749;470661
TRUE;17;654957;87710
TRUE;24;925425;94362
TRUE;2;77158;0
TRUE;18;694536;0
TRUE;2;77191;0
TRUE;7;270235;98758
TRUE;27;1043995;0
TRUE;2;77340;0
TRUE;106;4101796;0
TRUE;32;1238823;1125107
TRUE;3;116159;351779
TRUE;24;929357;6431
TRUE;7;271575;0
TRUE;10;387982;0
TRUE;4;155269;0
TRUE;3;116463;4505
TRUE;18;699975;0
TRUE;9;350277;36558
TRUE;8;311419;0
TRUE;9;350518;23679
TRUE;7;273394;0
TRUE;11;429650;20613
TRUE;2;78142;20774
TRUE;9;351669;59217
TRUE;33;1290238;0
TRUE;9;351978;10774
TRUE;3;117434;0
TRUE;104;4075475;9178
TRUE;4;156754;0
TRUE;40;1568124;103478
TRUE;2;78584;0
TRUE;4;157292;0
TRUE;10;393335;0
TRUE;19;747801;0
TRUE;62;2440562;91629
TRUE;5;197058;0
TRUE;10;394569;136912
TRUE;35;1383409;0
TRUE;4;158178;0
TRUE;3;118635;0
TRUE;20;791262;10211
TRUE;20;791962;5484
TRUE;118;4675118;1176078
TRUE;9;356619;40199
TRUE;6;237812;0
TRUE;61;2418592;2500000
TRUE;1;39705;0
TRUE;38;1509668;0
TRUE;3;119262;30206
TRUE;66;2623990;10936
TRUE;8;318548;1245
TRUE;67;2668780;263519
TRUE;10;398457;42123
TRUE;2;79700;0
TRUE;89;3548530;96618
TRUE;11;438731;0
TRUE;2;79810;0
TRUE;27;1078349;83665
TRUE;11;439421;109807
TRUE;2;79968;0
TRUE;23;920124;0
TRUE;2;80027;0
TRUE;3;120229;0
TRUE;18;721961;191656
TRUE;6;240807;18121
TRUE;13;522226;307980
TRUE;13;522244;0
TRUE;3;120607;0
TRUE;9;361826;0
TRUE;2;80435;0
TRUE;7;281624;0
TRUE;4;160951;0
TRUE;13;523116;29586
TRUE;3;120735;2836
TRUE;3;120792;0
TRUE;29;1167663;0
TRUE;6;241713;4537
TRUE;97;3909741;628617
TRUE;7;282240;15317
TRUE;20;806609;23640
TRUE;37;1492739;2101
TRUE;3;121078;0
TRUE;31;1251415;64704
TRUE;3;121223;0
TRUE;2;80841;172453
TRUE;25;1010746;0
TRUE;1;40445;0
TRUE;14;566708;78740
TRUE;2;80970;0
TRUE;215;8705883;175746
TRUE;7;283453;148857
TRUE;126;5111624;1296839
TRUE;31;1259251;379806
TRUE;2;81248;120206
TRUE;2;81312;0
TRUE;43;1748933;167530
TRUE;37;1505608;295830
TRUE;89;3623283;210796
TRUE;7;285029;0
TRUE;28;1140903;299270
TRUE;112;4566569;515538
TRUE;82;3343760;521558
TRUE;5;203925;1000
TRUE;2;81592;0
TRUE;8;326472;31615
TRUE;196;8004327;0
TRUE;11;449245;19914
TRUE;2;81683;0
TRUE;134;5474502;72055
TRUE;3;122620;1996
TRUE;4;163506;0
TRUE;8;327178;20402
TRUE;48;1963116;84533
TRUE;117;4790884;31775
TRUE;19;778068;667100
TRUE;5;205011;7439
TRUE;14;574731;0
TRUE;2;82115;1051
TRUE;71;2915279;46995
TRUE;3;123221;0
TRUE;2;82162;0
TRUE;4;164352;0
TRUE;104;4274299;52252
TRUE;2;82281;0
TRUE;5;205921;44821
TRUE;16;659398;5254
TRUE;26;1072796;178540
TRUE;2;82558;2126
TRUE;11;454110;
TRUE;46;1901055;51256
TRUE;111;4588939;63952
TRUE;12;496319;52115
TRUE;12;496551;36137
TRUE;49;2029920;0
TRUE;94;3902836;0
TRUE;5;207608;0
TRUE;4;166235;
TRUE;3;124721;0
TRUE;2;83150;0
TRUE;10;416805;16257
TRUE;144;6002346;0
TRUE;7;292120;0
TRUE;9;376138;0
TRUE;5;209033;0
TRUE;58;2425407;253805
TRUE;6;250913;0
TRUE;6;250923;9349
TRUE;4;167495;0
TRUE;4;167570;33868
TRUE;3;125774;0
TRUE;1;41940;
TRUE;3;125915;0
TRUE;28;1175604;431586
TRUE;1;42007;0
TRUE;25;1050641;0
TRUE;1;42033;8733
TRUE;3;126125;82571
TRUE;3;126151;0
TRUE;6;252638;5192
TRUE;7;294870;22996
TRUE;16;674777;0
TRUE;12;506278;2500000
TRUE;5;210959;11431
TRUE;2;84422;1240
TRUE;2;84432;0
TRUE;18;760022;10381
TRUE;84;3547636;15798
TRUE;3;126821;53065
TRUE;8;338215;5037
TRUE;2;84588;103979
TRUE;2;84592;1836
TRUE;17;719166;0
TRUE;5;211536;0
TRUE;4;169563;0
TRUE;2;84862;0
TRUE;11;467254;41478
TRUE;2;84989;1062
TRUE;2;84993;0
TRUE;3;127595;3817
TRUE;175;7443134;869495
TRUE;10;425622;37304
TRUE;151;6429025;0
TRUE;210;8946092;977357
TRUE;21;896030;0
TRUE;2;85344;6391
TRUE;5;213376;0
TRUE;4;170797;0
TRUE;2;85403;27207
TRUE;3;128125;0
TRUE;4;170846;0
TRUE;6;256508;0
TRUE;4;171035;18227
TRUE;4;171206;0
TRUE;16;685434;106764
TRUE;123;5269432;0
TRUE;1;42846;5246
TRUE;5;214339;0
TRUE;10;429177;0
TRUE;174;7469012;140158
TRUE;53;2275567;4567
TRUE;59;2537330;2500000
TRUE;35;1505697;0
TRUE;2;86113;0
TRUE;9;387541;0
TRUE;29;1250729;19078
TRUE;2;86364;0
TRUE;4;172771;5350
TRUE;14;605722;32289
TRUE;10;433066;235932
TRUE;32;1387576;1391
TRUE;4;173841;0
TRUE;161;6999651;64994
TRUE;1;43490;0
TRUE;94;4090323;498365
TRUE;23;1001139;49337
TRUE;138;6007247;303592
TRUE;17;740118;27012
TRUE;17;740142;4003
TRUE;5;217704;14524
TRUE;5;217956;0
TRUE;5;217979;451766
TRUE;21;917080;0
TRUE;4;174766;5402
TRUE;28;1223445;45573
TRUE;10;437477;0
TRUE;16;700585;0
TRUE;21;919755;273964
TRUE;5;219061;0
TRUE;12;525828;0
TRUE;2;87651;2181
TRUE;5;219174;5210
TRUE;2;87702;3009
TRUE;69;3025966;0
TRUE;57;2501065;0
TRUE;2;87864;2949
TRUE;6;263724;0
TRUE;25;1098978;36417
TRUE;35;1539220;34040
TRUE;2;88003;0
TRUE;23;1012174;3153
TRUE;2;88059;0
TRUE;202;8894162;1249184
TRUE;47;2069894;0
TRUE;50;2202385;0
TRUE;11;484541;0
TRUE;10;440983;8737
TRUE;9;397122;0
TRUE;9;397267;0
TRUE;19;842173;0
TRUE;12;532473;0
TRUE;42;1864077;97981
TRUE;2;88770;0
TRUE;69;3062619;126417
TRUE;26;1154075;0
TRUE;16;710964;0
TRUE;27;1200584;27156
TRUE;25;1111710;25867
TRUE;13;578223;91805
TRUE;2;88969;0
TRUE;9;400392;4734
TRUE;23;1023528;0
TRUE;21;934786;1832109
TRUE;4;178190;0
TRUE;10;446520;0
TRUE;17;760824;91331
TRUE;2;89641;38933
TRUE;150;6724105;
TRUE;22;987271;13509
TRUE;79;3545492;0
TRUE;12;538884;0
TRUE;6;269932;7655
TRUE;2;89978;0
TRUE;3;135018;6216
TRUE;25;1126301;30637
TRUE;1;45082;0
TRUE;30;1352631;0
TRUE;12;541587;1000
TRUE;5;225996;0
TRUE;40;1808271;201534
TRUE;4;180998;0
TRUE;11;497914;25298
TRUE;185;8379478;224334
TRUE;3;135915;0
TRUE;5;226629;36805
TRUE;1;45335;0
TRUE;2;90706;1804
TRUE;2;90793;0
TRUE;7;317831;0
TRUE;10;454105;0
TRUE;4;181648;18534
TRUE;9;408895;5027
TRUE;1;45502;1061
TRUE;30;1365177;1428303
TRUE;21;955897;9619
TRUE;24;1092471;43508
TRUE;17;773975;74697
TRUE;2;91085;6157
TRUE;13;592085;0
TRUE;6;273433;36123
TRUE;83;3783523;2500000
TRUE;63;2872095;12106
TRUE;3;136780;15818
TRUE;8;364896;5124
TRUE;54;2467696;0
TRUE;105;4801433;1474326
TRUE;2;91500;0
TRUE;4;183038;20573
TRUE;18;823872;104922
TRUE;2;91599;0
TRUE;8;366427;0
TRUE;7;320898;3204
TRUE;11;504490;47350
TRUE;2;91798;90662
TRUE;2;91826;90479
TRUE;5;229914;0
TRUE;22;1011854;19901
TRUE;1;46009;21133
TRUE;147;6764184;201572
TRUE;144;6630465;2500000
TRUE;34;1565826;7131
TRUE;7;322659;0
TRUE;8;368861;803513
TRUE;2;92271;0
TRUE;2;92347;0
TRUE;118;5449892;911923
TRUE;7;323698;2333
TRUE;11;510309;0
TRUE;35;1624135;29487
TRUE;2;92893;0
TRUE;2;92917;0
TRUE;4;185917;0
TRUE;7;325458;0
TRUE;3;139646;0
TRUE;2;93107;26857
TRUE;43;2002632;36386
TRUE;7;326355;0
TRUE;109;5088749;217844
TRUE;14;653686;0
TRUE;6;280160;0
TRUE;53;2475096;77103
TRUE;38;1775861;5324
TRUE;14;654530;0
TRUE;11;514308;14214
TRUE;1;46782;18193
TRUE;1;46785;1000
TRUE;6;281003;0
TRUE;22;1032311;
TRUE;101;4742130;0
TRUE;4;187942;0
TRUE;3;141016;0
TRUE;8;376584;292013
TRUE;72;3390713;108924
TRUE;4;188498;0
TRUE;87;4101733;232780
TRUE;6;282933;0
TRUE;13;613064;0
TRUE;8;377408;0
TRUE;3;141689;0
TRUE;6;283442;0
TRUE;4;188988;1990
TRUE;19;898509;0
TRUE;10;472913;12673
TRUE;4;189258;1995
TRUE;21;993748;49601
TRUE;32;1514728;668120
TRUE;17;804718;58677
TRUE;2;94697;3582
TRUE;120;5681890;76917
TRUE;2;94704;0
TRUE;2;94738;0
TRUE;68;3222389;0
TRUE;2;94811;0
TRUE;4;189654;48908
TRUE;2;94934;0
TRUE;106;5032333;0
TRUE;8;379885;20041
TRUE;167;7931156;322873
TRUE;16;760687;0
TRUE;3;142657;128439
TRUE;31;1474285;72247
TRUE;4;190291;0
TRUE;1;47620;0
TRUE;10;476218;9559
TRUE;163;7764079;234109
TRUE;23;1095901;116583
TRUE;66;3145539;0
TRUE;35;1668677;0
TRUE;29;1383041;488324
TRUE;4;190810;10138
TRUE;4;190824;0
TRUE;1;47719;15437
TRUE;5;238962;0
TRUE;3;143416;0
TRUE;3;143470;0
TRUE;40;1915317;45512
TRUE;4;191555;0
TRUE;5;239610;0
TRUE;30;1439037;723396
TRUE;57;2734238;2235368
TRUE;24;1151918;131135
TRUE;1;48005;2476
TRUE;68;3265293;0
TRUE;30;1441150;0
TRUE;3;144155;48768
TRUE;3;144266;38921
TRUE;43;2068088;663232
TRUE;20;962395;0
TRUE;2;96281;0
TRUE;2;96351;0
TRUE;4;192737;0
TRUE;3;144881;0
TRUE;10;483085;0
TRUE;8;386536;0
TRUE;2;96791;0
TRUE;48;2323075;15423
TRUE;14;677620;0
TRUE;3;145392;0
TRUE;26;1260315;30692
TRUE;8;387899;10862
TRUE;10;485092;0
TRUE;2;97087;0
TRUE;51;2475976;0
TRUE;9;436990;0
TRUE;9;437670;1885
TRUE;2;97332;0
TRUE;13;632705;10869
TRUE;2;97405;0
TRUE;182;8864684;0
TRUE;18;877805;0
TRUE;2;97690;5068
TRUE;2;97731;0
TRUE;8;391038;0
TRUE;106;5184050;0
TRUE;4;195692;71284
TRUE;8;391396;1000
TRUE;13;636131;37657
TRUE;4;195860;0
TRUE;6;293889;0
TRUE;2;98008;0
TRUE;3;147100;1072
TRUE;8;392286;0
TRUE;4;196319;4988
TRUE;27;1325686;1456753
TRUE;54;2652887;18631
TRUE;11;540919;9694
TRUE;4;196701;0
TRUE;57;2803601;0
TRUE;5;246151;0
TRUE;194;9559337;273469
TRUE;2;98550;0
TRUE;4;197379;0
TRUE;161;7950565;81207
TRUE;3;148195;0
TRUE;6;296982;23874
TRUE;3;148622;0
TRUE;36;1783740;13842
TRUE;118;5850448;1348496
TRUE;61;3028633;67203
TRUE;4;198727;0
TRUE;5;248468;0
TRUE;46;2286265;51307
TRUE;2;99493;0
TRUE;2;99563;0
TRUE;8;398476;0
TRUE;3;149551;0
TRUE;21;1047192;0
TRUE;5;249372;20244
TRUE;11;548969;238179
TRUE;28;1400480;105180
TRUE;4;200069;0
TRUE;47;2350866;297370
TRUE;2;100094;4704
TRUE;23;1151806;32077
TRUE;3;150316;5154
TRUE;30;1503919;311983
TRUE;16;802365;22988
TRUE;3;150467;0
TRUE;5;250832;41591
TRUE;3;150515;24905
TRUE;13;652875;0
TRUE;20;1004702;77267
TRUE;81;4069633;247917
TRUE;21;1055350;18257
TRUE;6;301559;0
TRUE;6;301567;5235
TRUE;4;201055;0
TRUE;2;100568;9822
TRUE;69;3470457;15468
TRUE;13;653879;133796
TRUE;16;805342;0
TRUE;16;805356;211440
TRUE;13;655126;0
TRUE;3;151472;0
TRUE;7;353712;5245
TRUE;2;101062;0
TRUE;4;202178;0
TRUE;62;3134004;48317
TRUE;8;405032;0
TRUE;6;304135;0
TRUE;1;50706;28742
TRUE;7;354986;0
TRUE;30;1521448;218189
TRUE;108;5478187;2281740
TRUE;2;101456;4694
TRUE;51;2588266;2500000
TRUE;3;152342;0
TRUE;4;203204;0
TRUE;2;101679;31403
TRUE;13;660918;0
TRUE;14;711957;18029
TRUE;10;508551;5333
TRUE;9;457711;0
TRUE;2;101738;0
TRUE;7;356112;0
TRUE;17;864895;53069
TRUE;2;101781;0
TRUE;28;1425024;196323
TRUE;2;101812;6408
TRUE;8;407271;
TRUE;6;305525;0
TRUE;3;152892;14469
TRUE;14;713720;21659
TRUE;35;1785015;164256
TRUE;2;102024;16127
TRUE;3;153048;23130
TRUE;3;153102;27372
TRUE;7;357378;0
TRUE;152;7761373;2500000
TRUE;3;153185;20823
TRUE;6;306632;0
TRUE;2;102220;0
TRUE;11;562430;0
TRUE;22;1124994;2500000
TRUE;22;1125306;0
TRUE;3;153478;1300
TRUE;4;204656;275407
TRUE;6;307140;56801
TRUE;2;102506;4534
TRUE;14;717902;49965
TRUE;2;102577;0
TRUE;18;923219;15176
TRUE;19;974571;0
TRUE;28;1436450;0
TRUE;1;51323;1995
TRUE;21;1077798;90508
TRUE;42;2155784;0
TRUE;5;256783;0
TRUE;5;256924;0
TRUE;23;1182306;180704
TRUE;2;102846;
TRUE;22;1132616;9382
TRUE;1;51497;0
TRUE;8;412172;0
TRUE;8;412613;0
TRUE;27;1392794;48197
TRUE;4;206471;22757
TRUE;4;206540;0
TRUE;3;154981;0
TRUE;43;2222493;154910
TRUE;22;1137223;85023
TRUE;4;206777;70330
TRUE;28;1447539;19026
