east;size;sales;investment
FALSE;116;1300000000;
FALSE;294;3300000000;
FALSE;294;3300000000;1443508
FALSE;117;1320000000;446576
FALSE;292;3300000000;0
FALSE;181;2050000000;252300
FALSE;290;3300000000;2500000
FALSE;100;1150000000;460228
FALSE;286;3300000000;2500000
FALSE;285;3300000000;135216
FALSE;283;3300000000;244143
FALSE;118;1380000000;578446
FALSE;86;1010000000;2500000
FALSE;95;1120000000;1863881
FALSE;279;3300000000;0
FALSE;278;3300000000;
FALSE;137;1630000000;505276
FALSE;125;1500000000;0
FALSE;135;1620000000;255433
FALSE;212;2550000000;280603
FALSE;195;2360000000;488521
FALSE;242;2930000000;586530
FALSE;137;1660000000;90317
FALSE;204;2480000000;652054
FALSE;271;3300000000;2500000
FALSE;112;1370000000;63392
FALSE;106;1300000000;2500000
FALSE;269;3300000000;2500000
FALSE;269;3300000000;307421
FALSE;266;3300000000;
FALSE;145;1820000000;19138
FALSE;262;3300000000;1889412
FALSE;262;3300000000;107375
FALSE;87;1100000000;101337
FALSE;261;3300000000;0
FALSE;261;3300000000;2500000
FALSE;260;3300000000;0
FALSE;174;2210000000;2500000
FALSE;259;3300000000;411123
FALSE;258;3300000000;514860
FALSE;150;1930000000;0
FALSE;93;1200000000;1891564
FALSE;82;1060000000;14110
FALSE;98;1270000000;327245
FALSE;251;3300000000;0
FALSE;244;3230000000;1050760
FALSE;249;3300000000;2500000
FALSE;249;3300000000;18488
FALSE;248;3300000000;2500000
FALSE;243;3240000000;867105
FALSE;247;3300000000;228337
FALSE;247;3300000000;2500000
FALSE;247;3300000000;54336
FALSE;247;3300000000;576093
FALSE;218;2920000000;276915
FALSE;78;1050000000;0
FALSE;245;3300000000;1231702
FALSE;244;3300000000;1406890
FALSE;160;2170000000;101116
FALSE;95;1290000000;1464413
FALSE;243;3300000000;
FALSE;90;1230000000;243712
FALSE;160;2190000000;0
FALSE;240;3300000000;531084
FALSE;239;3300000000;2500000
FALSE;105;1450000000;127867
FALSE;221;3060000000;546803
FALSE;216;3010000000;19295
FALSE;95;1330000000;0
FALSE;129;1810000000;615670
FALSE;224;3150000000;1110394
FALSE;234;3300000000;0
FALSE;167;2360000000;2500000
FALSE;233;3300000000;0
FALSE;233;3300000000;540741
FALSE;195;2800000000;2500000
FALSE;229;3300000000;0
FALSE;229;3300000000;2500000
FALSE;229;3300000000;1989603
FALSE;228;3300000000;299347
FALSE;228;3300000000;7801
FALSE;89;1290000000;1542567
FALSE;114;1660000000;103852
FALSE;226;3300000000;591284
FALSE;226;3300000000;1297529
FALSE;95;1390000000;151385
FALSE;154;2260000000;530531
FALSE;167;2460000000;0
FALSE;224;3300000000;1109465
FALSE;96;1420000000;0
FALSE;223;3300000000;86225
FALSE;223;3300000000;2500000
FALSE;223;3300000000;2500000
FALSE;93;1380000000;443059
FALSE;115;1720000000;22666
FALSE;127;1900000000;0
FALSE;76;1140000000;10312
FALSE;220;3300000000;2500000
FALSE;220;3300000000;1301630
FALSE;220;3300000000;1358029
FALSE;153;2300000000;2500000
FALSE;219;3300000000;67501
FALSE;170;2570000000;2500000
FALSE;218;3300000000;1919035
FALSE;218;3300000000;242266
FALSE;132;2000000000;19974
FALSE;217;3300000000;
FALSE;145;2210000000;
FALSE;216;3300000000;557647
FALSE;92;1410000000;2500000
FALSE;215;3300000000;99976
FALSE;214;3300000000;236840
FALSE;85;1320000000;0
FALSE;160;2490000000;1824724
FALSE;190;2960000000;2500000
FALSE;211;3300000000;1779193
FALSE;211;3300000000;2500000
FALSE;158;2480000000;1022864
FALSE;75;1180000000;0
FALSE;137;2160000000;0
FALSE;78;1230000000;235784
FALSE;78;1230000000;
FALSE;140;2220000000;271815
FALSE;208;3300000000;381760
FALSE;84;1340000000;219856
FALSE;72;1150000000;262486
FALSE;152;2450000000;
FALSE;147;2370000000;484609
FALSE;203;3300000000;0
FALSE;118;1920000000;24000
FALSE;84;1370000000;0
FALSE;155;2530000000;2500000
FALSE;202;3300000000;2500000
FALSE;153;2500000000;661614
FALSE;69;1130000000;2057804
FALSE;199;3300000000;1036542
FALSE;197;3300000000;1061387
FALSE;196;3300000000;422910
FALSE;75;1290000000;1468767
FALSE;143;2480000000;19448
FALSE;88;1530000000;2099345
FALSE;81;1410000000;51348
FALSE;67;1170000000;171319
FALSE;100;1750000000;201781
FALSE;185;3240000000;0
FALSE;122;2140000000;760077
FALSE;187;3300000000;241642
FALSE;187;3300000000;184041
FALSE;130;2300000000;184882
FALSE;132;2340000000;2500000
FALSE;186;3300000000;68231
FALSE;74;1320000000;14502
FALSE;184;3300000000;1008133
FALSE;109;1960000000;1291887
FALSE;91;1640000000;22841
FALSE;182;3300000000;0
FALSE;65;1180000000;196820
FALSE;169;3070000000;467547
FALSE;123;2270000000;0
FALSE;178;3300000000;377795
FALSE;85;1580000000;0
FALSE;59;1100000000;211564
FALSE;100;1870000000;51996
FALSE;116;2180000000;83534
FALSE;84;1590000000;2500000
FALSE;57;1080000000;0
FALSE;173;3300000000;2500000
FALSE;57;1090000000;102580
FALSE;131;2510000000;0
FALSE;169;3300000000;116563
FALSE;169;3300000000;
FALSE;168;3300000000;992717
FALSE;168;3300000000;2500000
FALSE;103;2030000000;91796
FALSE;114;2260000000;198958
FALSE;66;1310000000;0
FALSE;107;2130000000;254497
FALSE;110;2200000000;
FALSE;156;3120000000;2500000
FALSE;165;3300000000;1394568
FALSE;165;3300000000;2500000
FALSE;164;3290000000;1895742
FALSE;164;3300000000;1704792
FALSE;75;1510000000;2985
FALSE;163;3300000000;406607
FALSE;77;1560000000;2500000
FALSE;139;2820000000;1380920
FALSE;162;3300000000;372271
FALSE;72;1470000000;102991
FALSE;62;1270000000;107615
FALSE;160;3300000000;116365
FALSE;58;1200000000;76411
FALSE;112;2330000000;159213
FALSE;59;1240000000;0
FALSE;157;3300000000;5636
FALSE;62;1320000000;55414
FALSE;118;2520000000;
FALSE;137;2930000000;1378875
FALSE;114;2450000000;413873
FALSE;53;1140000000;744143
FALSE;152;3300000000;2500000
FALSE;152;3300000000;2500000
FALSE;64;1390000000;1649958
FALSE;125;2750000000;
FALSE;150;3300000000;217652
FALSE;59;1300000000;285210
FALSE;149;3300000000;387872
FALSE;149;3300000000;851108
FALSE;122;2710000000;204757
FALSE;58;1290000000;38401
FALSE;49;1090000000;0
FALSE;146;3250000000;991124
FALSE;110;2450000000;89300
FALSE;57;1270000000;0
FALSE;148;3300000000;
FALSE;65;1460000000;22953
FALSE;111;2500000000;0
FALSE;91;2050000000;91124
FALSE;101;2280000000;2500000
FALSE;146;3300000000;114407
FALSE;146;3300000000;36771
FALSE;135;3060000000;0
FALSE;145;3300000000;991000
FALSE;97;2210000000;126151
FALSE;109;2490000000;18635
FALSE;48;1110000000;
FALSE;44;1020000000;0
FALSE;142;3300000000;2500000
FALSE;142;3300000000;361360
FALSE;141;3300000000;0
FALSE;141;3300000000;2304126
FALSE;140;3280000000;1223462
FALSE;46;1090000000;0
FALSE;139;3300000000;89864
FALSE;139;3300000000;35360
FALSE;139;3300000000;2929
FALSE;45;1070000000;27849
FALSE;60;1430000000;240665
FALSE;137;3270000000;28127
FALSE;137;3300000000;326095
FALSE;137;3300000000;0
FALSE;137;3300000000;0
FALSE;106;2570000000;2500000
FALSE;135;3300000000;25841
FALSE;135;3300000000;1071328
FALSE;94;2300000000;1217926
FALSE;61;1500000000;
FALSE;134;3300000000;252394
FALSE;114;2820000000;1992523
FALSE;50;1240000000;273196
FALSE;56;1390000000;38476
FALSE;63;1570000000;317495
FALSE;130;3240000000;
FALSE;53;1330000000;46774
FALSE;49;1230000000;177889
FALSE;128;3230000000;273585
FALSE;84;2120000000;105401
FALSE;43;1090000000;34395
FALSE;129;3300000000;23684
FALSE;66;1700000000;0
FALSE;127;3300000000;1083406
FALSE;61;1590000000;0
FALSE;125;3300000000;0
FALSE;125;3300000000;6031
FALSE;38;1040000000;359534
FALSE;118;3300000000;0
FALSE;69;1940000000;53757
FALSE;78;2240000000;1637733
FALSE;48;1380000000;48401
FALSE;114;3300000000;0
FALSE;104;3020000000;
FALSE;43;1260000000;875657
FALSE;112;3300000000;0
FALSE;38;1120000000;264086
FALSE;111;3300000000;1313989
FALSE;111;3300000000;53754
FALSE;36;1090000000;
FALSE;48;1460000000;76601
FALSE;108;3300000000;973067
FALSE;108;3300000000;279015
FALSE;108;3300000000;1062900
FALSE;75;2300000000;45027
FALSE;43;1320000000;189871
FALSE;82;2520000000;2090654
FALSE;101;3120000000;18272
FALSE;53;1650000000;18002
FALSE;105;3300000000;195872
FALSE;105;3300000000;2500000
FALSE;34;1070000000;0
FALSE;91;2870000000;65536
FALSE;68;2150000000;235271
FALSE;104;3300000000;20290
FALSE;104;3300000000;85796
FALSE;104;3300000000;2500000
FALSE;58;1850000000;0
FALSE;86;2760000000;658286
FALSE;71;2280000000;5236
FALSE;63;2030000000;877732
FALSE;101;3300000000;2500000
FALSE;85;2790000000;305890
FALSE;100;3300000000;196702
FALSE;100;3300000000;331067
FALSE;98;3300000000;236804
FALSE;67;2260000000;131941
FALSE;88;2970000000;0
FALSE;69;2340000000;113720
FALSE;94;3220000000;252249
FALSE;32;1100000000;0
FALSE;70;2410000000;38451
FALSE;54;1880000000;98054
FALSE;86;3030000000;1128059
FALSE;53;1870000000;239841
FALSE;34;1200000000;0
FALSE;93;3300000000;85528
FALSE;47;1680000000;0
FALSE;92;3300000000;
FALSE;39;1430000000;386916
FALSE;77;2850000000;140980
FALSE;89;3300000000;1448104
FALSE;89;3300000000;0
FALSE;87;3300000000;
FALSE;87;3300000000;274618
FALSE;69;2630000000;1289734
FALSE;78;2990000000;20531
FALSE;53;2040000000;1639686
FALSE;85;3300000000;2500000
FALSE;85;3300000000;1702358
FALSE;30;1170000000;0
FALSE;44;1730000000;778283
FALSE;40;1580000000;295734
FALSE;30;1190000000;158702
FALSE;82;3300000000;2500000
FALSE;72;2950000000;513192
FALSE;50;2100000000;0
FALSE;78;3300000000;0
FALSE;78;3300000000;1635703
FALSE;76;3260000000;21253
FALSE;43;1880000000;0
FALSE;54;2410000000;2444197
FALSE;62;2780000000;79379
FALSE;73;3300000000;545861
FALSE;32;1480000000;593849
FALSE;35;1630000000;0
FALSE;22;1030000000;0
FALSE;70;3300000000;0
FALSE;22;1040000000;2019
FALSE;68;3300000000;0
FALSE;35;1720000000;3096
FALSE;67;3300000000;162655
FALSE;61;3010000000;365918
FALSE;32;1580000000;32713
FALSE;26;1290000000;363842
FALSE;32;1600000000;0
FALSE;53;2730000000;137664
FALSE;52;2710000000;0
FALSE;28;1460000000;18688
FALSE;27;1410000000;264151
FALSE;46;2430000000;0
FALSE;25;1330000000;74397
FALSE;61;3300000000;1417695
FALSE;45;2510000000;147569
FALSE;46;2590000000;86773
FALSE;58;3300000000;50874
FALSE;35;2040000000;0
FALSE;55;3300000000;27385
FALSE;55;3300000000;
FALSE;43;2630000000;0
FALSE;27;1660000000;26410
FALSE;51;3300000000;900726
FALSE;16;1050000000;12850
FALSE;19;1290000000;0
FALSE;47;3300000000;0
FALSE;46;3300000000;0
FALSE;19;1370000000;0
FALSE;25;1810000000;2500000
FALSE;27;1980000000;453593
FALSE;13;1010000000;406949
FALSE;37;3300000000;40571
FALSE;24;2180000000;0
FALSE;36;3300000000;83914
FALSE;12;1110000000;0
FALSE;34;3300000000;60100
FALSE;31;3080000000;20875
FALSE;33;3300000000;159912
FALSE;17;2060000000;118007
FALSE;25;3110000000;29403
FALSE;26;3300000000;46536
FALSE;8;1020000000;0
FALSE;25;3300000000;0
FALSE;23;3200000000;15218
FALSE;13;1910000000;20636
FALSE;7;1040000000;
FALSE;22;3300000000;51067
FALSE;11;1700000000;968569
FALSE;19;3080000000;2500000
FALSE;19;3300000000;152322
FALSE;11;1960000000;59017
FALSE;11;2160000000;0
FALSE;12;2500000000;2500000
FALSE;14;3300000000;10953
FALSE;13;3300000000;0
FALSE;12;3300000000;194712
FALSE;11;3300000000;2404222
FALSE;7;2720000000;0
FALSE;2;1370000000;763121
FALSE;1;;0
FALSE;1;;2031
FALSE;1;;0
FALSE;1;;2643
FALSE;1;;0
FALSE;1;;33462
FALSE;1;;0
FALSE;1;;0
FALSE;1;;0
FALSE;1;;0
FALSE;1;;0
FALSE;1;;0
FALSE;1;;20199
FALSE;1;;0
FALSE;1;;0
FALSE;1;;48468
FALSE;1;;0
FALSE;1;;15672
FALSE;1;;1000
FALSE;1;;4799
FALSE;1;;1809
FALSE;1;;0
FALSE;1;;0
FALSE;1;;19902
FALSE;1;;0
FALSE;1;;0
FALSE;1;;0
FALSE;1;;2977
FALSE;1;;0
FALSE;1;;0
FALSE;1;;0
FALSE;1;;0
FALSE;1;;0
FALSE;1;;0
FALSE;1;;0
FALSE;1;;0
FALSE;1;;0
FALSE;1;;32386
FALSE;1;;0
FALSE;1;;5309
FALSE;1;;3137
FALSE;1;;0
FALSE;1;;1000
FALSE;1;;0
FALSE;1;;2555
FALSE;1;;0
FALSE;1;;0
FALSE;1;;0
FALSE;1;;0
FALSE;1;;10008
FALSE;1;;1005
FALSE;1;;0
FALSE;1;;0
FALSE;1;;0
FALSE;1;;0
FALSE;1;;0
FALSE;1;;0
FALSE;1;;0
FALSE;1;;0
FALSE;1;;
FALSE;1;;0
FALSE;1;;0
FALSE;2;;0
FALSE;2;;0
FALSE;2;;3581
FALSE;2;;0
FALSE;2;;4806
FALSE;2;;0
FALSE;2;;0
FALSE;2;;7601
FALSE;2;;0
FALSE;2;;0
FALSE;2;;10791
FALSE;2;;0
FALSE;2;;0
FALSE;2;;0
FALSE;2;;0
FALSE;2;;0
FALSE;2;;0
FALSE;2;;
FALSE;2;;0
FALSE;2;;0
FALSE;2;;5328
FALSE;2;;0
FALSE;2;;54389
FALSE;2;;0
FALSE;2;;55877
FALSE;2;;16416
FALSE;2;;0
FALSE;2;;1091
FALSE;2;;36013
FALSE;2;;0
FALSE;2;;0
FALSE;2;;0
FALSE;2;;9034
FALSE;2;;9437
FALSE;2;;
FALSE;2;;0
FALSE;2;;0
FALSE;2;;0
FALSE;2;;0
FALSE;2;;0
FALSE;2;;0
FALSE;2;;0
FALSE;2;;0
FALSE;2;;0
FALSE;2;;0
FALSE;2;;0
FALSE;2;;0
FALSE;2;;0
FALSE;2;;0
FALSE;2;;0
FALSE;2;;0
FALSE;2;;0
FALSE;2;;1391
FALSE;2;;0
FALSE;2;;2855
FALSE;2;;0
FALSE;2;;0
FALSE;2;;0
FALSE;2;;0
FALSE;2;;0
FALSE;2;;0
FALSE;2;;2708
FALSE;2;;192980
FALSE;2;;0
FALSE;2;;2096
FALSE;2;;0
FALSE;2;;0
FALSE;2;;0
FALSE;2;;0
FALSE;2;;0
FALSE;2;;8247
FALSE;2;;0
FALSE;2;;1332
FALSE;2;;0
FALSE;2;;0
FALSE;2;;0
FALSE;2;;25034
FALSE;2;;0
FALSE;2;;3068
FALSE;2;;0
FALSE;2;;0
FALSE;2;;0
FALSE;2;;0
FALSE;2;;0
FALSE;2;;0
FALSE;2;;52316
FALSE;2;;79536
FALSE;2;;0
FALSE;2;;0
FALSE;2;;2779
FALSE;2;;
FALSE;2;;0
FALSE;2;;0
FALSE;2;;0
FALSE;2;;5680
FALSE;2;;4658
FALSE;2;;2957
FALSE;2;;0
FALSE;2;;0
FALSE;2;;0
FALSE;2;;0
FALSE;2;;0
FALSE;2;;1000
FALSE;2;;85571
FALSE;2;;0
FALSE;2;;0
FALSE;2;;0
FALSE;2;;0
FALSE;2;;0
FALSE;2;;0
FALSE;2;;0
FALSE;2;;0
FALSE;2;;3073
FALSE;2;;0
FALSE;2;;8053
FALSE;2;;0
FALSE;2;;0
FALSE;2;;20312
FALSE;2;;4018
FALSE;2;;0
FALSE;2;;9683
FALSE;2;;0
FALSE;2;;32121
FALSE;2;;4907
FALSE;2;;13317
FALSE;2;;0
FALSE;2;;0
FALSE;2;;2071
FALSE;2;;27018
FALSE;2;;0
FALSE;2;;0
FALSE;2;;0
FALSE;2;;18528
FALSE;2;;0
FALSE;2;;0
FALSE;2;;2562
FALSE;2;;0
FALSE;2;;0
FALSE;2;;0
FALSE;2;;0
FALSE;2;;4036
FALSE;2;;0
FALSE;2;;0
FALSE;2;;4063
FALSE;2;;0
FALSE;2;;0
FALSE;3;;0
FALSE;3;;0
FALSE;3;;1000
FALSE;3;;1025
FALSE;3;;0
FALSE;3;;0
FALSE;3;;3928
FALSE;3;;0
FALSE;3;;0
FALSE;3;;0
FALSE;3;;0
FALSE;3;;0
FALSE;3;;0
FALSE;3;;0
FALSE;3;;0
FALSE;3;;0
FALSE;3;;0
FALSE;3;;0
FALSE;3;;0
FALSE;3;;0
FALSE;3;;207368
FALSE;3;;0
FALSE;3;;28528
FALSE;3;;3609
FALSE;3;;21530
FALSE;3;;2805
FALSE;3;;48100
FALSE;3;;3477
FALSE;3;;0
FALSE;3;;0
FALSE;3;;1011
FALSE;3;;172796
FALSE;3;;9312
FALSE;3;;0
FALSE;3;;0
FALSE;3;;0
FALSE;3;;0
FALSE;3;;0
FALSE;3;;0
FALSE;3;;0
FALSE;3;;0
FALSE;3;;0
FALSE;3;;1805
FALSE;3;;0
FALSE;3;;10405
FALSE;3;;0
FALSE;3;;0
FALSE;3;;5171
FALSE;3;;0
FALSE;3;;4502
FALSE;3;;92229
FALSE;3;;1093
FALSE;3;;0
FALSE;3;;10975
FALSE;3;;0
FALSE;3;;0
FALSE;3;;0
FALSE;3;;0
FALSE;3;;0
FALSE;3;;87811
FALSE;3;;31203
FALSE;3;;0
FALSE;3;;0
FALSE;3;;0
FALSE;3;;26384
FALSE;3;;1809
FALSE;3;;0
FALSE;3;;106999
FALSE;3;;0
FALSE;3;;0
FALSE;3;;49650
FALSE;3;;0
FALSE;3;;0
FALSE;3;;0
FALSE;3;;1820
FALSE;3;;5068
FALSE;3;;0
FALSE;3;;0
FALSE;3;;0
FALSE;3;;0
FALSE;3;;1424
FALSE;3;;0
FALSE;3;;0
FALSE;3;;0
FALSE;3;;2076
FALSE;3;;0
FALSE;3;;5407
FALSE;3;;15691
FALSE;3;;0
FALSE;3;;0
FALSE;3;;0
FALSE;3;;7479
FALSE;4;;0
FALSE;4;;21217
FALSE;4;;8955
FALSE;4;;0
FALSE;4;;5444
FALSE;4;;4145
FALSE;4;;0
FALSE;4;;0
FALSE;4;;15601
FALSE;4;;6044
FALSE;4;;37814
FALSE;4;;0
FALSE;4;;0
FALSE;4;;2409
FALSE;4;;4664
FALSE;4;;0
FALSE;4;;0
FALSE;4;;0
FALSE;4;;1000
FALSE;4;;0
FALSE;4;;0
FALSE;4;;0
FALSE;4;;0
FALSE;4;;0
FALSE;4;;0
FALSE;4;;20352
FALSE;4;;9104
FALSE;4;;4264
FALSE;4;;10955
FALSE;4;;5387
FALSE;4;;0
FALSE;4;;0
FALSE;4;;36592
FALSE;4;;0
FALSE;4;;0
FALSE;4;;0
FALSE;4;;21328
FALSE;4;;0
FALSE;4;;4843
FALSE;4;;0
FALSE;4;;10913
FALSE;4;;0
FALSE;4;;0
FALSE;4;;0
FALSE;4;;633208
FALSE;4;;101829
FALSE;4;;30240
FALSE;4;;0
FALSE;4;;38195
FALSE;4;;0
FALSE;4;;
FALSE;4;;22538
FALSE;4;;0
FALSE;4;;0
FALSE;4;;0
FALSE;4;;0
FALSE;4;;16389
FALSE;4;;12563
FALSE;4;;39791
FALSE;4;;0
FALSE;4;;0
FALSE;4;;0
FALSE;4;;5472
FALSE;4;;0
FALSE;4;;10935
FALSE;4;;57340
FALSE;4;;0
FALSE;4;;0
FALSE;4;;0
FALSE;4;;0
FALSE;4;;0
FALSE;4;;27222
FALSE;4;;1000
FALSE;5;;0
FALSE;5;;2778
FALSE;5;;0
FALSE;5;;28320
FALSE;5;;0
FALSE;5;;0
FALSE;5;;0
FALSE;5;;340324
FALSE;5;;29689
FALSE;5;;0
FALSE;5;;0
FALSE;5;;0
FALSE;5;;0
FALSE;5;;9912
FALSE;5;;8266
FALSE;5;;0
FALSE;5;;0
FALSE;5;;0
FALSE;5;;1956
FALSE;5;;0
FALSE;5;;0
FALSE;5;;0
FALSE;5;;1424
FALSE;5;;0
FALSE;5;;4518
FALSE;5;;2186
FALSE;5;;
FALSE;5;;10102
FALSE;5;;14537
FALSE;5;;0
FALSE;5;;21597
FALSE;5;;31601
FALSE;5;;0
FALSE;5;;18042
FALSE;5;;0
FALSE;5;;18208
FALSE;5;;0
FALSE;5;;0
FALSE;5;;10059
FALSE;5;;9222
FALSE;5;;3287
FALSE;5;;20093
FALSE;5;;0
FALSE;5;;90053
FALSE;5;;0
FALSE;5;;27792
FALSE;5;;137403
FALSE;5;;4999
FALSE;5;;51367
FALSE;5;;0
FALSE;5;;0
FALSE;5;;0
FALSE;5;;0
FALSE;5;;2119
FALSE;5;;6414
FALSE;5;;0
FALSE;5;;0
FALSE;5;;0
FALSE;5;;0
FALSE;5;;13534
FALSE;5;;0
FALSE;6;;0
FALSE;6;;1000
FALSE;6;;0
FALSE;6;;0
FALSE;6;;41263
FALSE;6;;22506
FALSE;6;;2081
FALSE;6;;0
FALSE;6;;15203
FALSE;6;;0
FALSE;6;;0
FALSE;6;;0
FALSE;6;;4926
FALSE;6;;0
FALSE;6;;0
FALSE;6;;0
FALSE;6;;0
FALSE;6;;28280
FALSE;6;;146530
FALSE;6;;0
FALSE;6;;0
FALSE;6;;2792
FALSE;6;;90634
FALSE;6;;0
FALSE;6;;0
FALSE;6;;52761
FALSE;6;;0
FALSE;6;;2184
FALSE;6;;72731
FALSE;6;;9930
FALSE;6;;0
FALSE;6;;0
FALSE;6;;762038
FALSE;6;;0
FALSE;6;;8326
FALSE;6;;0
FALSE;6;;3035
FALSE;6;;0
FALSE;6;;0
FALSE;6;;2245
FALSE;6;;2500000
FALSE;7;;0
FALSE;7;;0
FALSE;7;;0
FALSE;7;;0
FALSE;7;;0
FALSE;7;;45367
FALSE;7;;1084
FALSE;7;;0
FALSE;7;;0
FALSE;7;;0
FALSE;7;;9656
FALSE;7;;25991
FALSE;7;;278560
FALSE;7;;0
FALSE;7;;12153
FALSE;7;;0
FALSE;7;;73033
FALSE;7;;10396
FALSE;7;;5144
FALSE;7;;0
FALSE;7;;0
FALSE;7;;143321
FALSE;7;;0
FALSE;7;;0
FALSE;7;;46786
FALSE;7;;0
FALSE;7;;0
FALSE;7;;3226
FALSE;7;;
FALSE;7;;0
FALSE;7;;0
FALSE;7;;0
FALSE;7;;0
FALSE;7;;46245
FALSE;7;;131216
FALSE;7;;14658
FALSE;7;;0
FALSE;7;;4986
FALSE;7;;0
FALSE;7;;0
FALSE;8;;0
FALSE;8;;0
FALSE;8;;2991
FALSE;8;;0
FALSE;8;;11622
FALSE;8;;0
FALSE;8;;0
FALSE;8;;0
FALSE;8;;0
FALSE;8;;0
FALSE;8;;0
FALSE;8;;
FALSE;8;;140777
FALSE;8;;0
FALSE;8;;0
FALSE;8;;0
FALSE;8;;1000
FALSE;8;;0
FALSE;8;;0
FALSE;8;;5131
FALSE;8;;36212
FALSE;8;;34151
FALSE;8;;0
FALSE;8;;147505
FALSE;8;;91723
FALSE;8;;10844
FALSE;8;;60984
FALSE;8;;39592
FALSE;8;;94956
FALSE;8;;40298
FALSE;8;;0
FALSE;9;;13503
FALSE;9;;46252
FALSE;9;;29847
FALSE;9;;0
FALSE;9;;0
FALSE;9;;0
FALSE;9;;3692
FALSE;9;;0
FALSE;9;;0
FALSE;9;;100831
FALSE;9;;316640
FALSE;9;;0
FALSE;9;;34072
FALSE;9;;0
FALSE;9;;54811
FALSE;9;;
FALSE;9;;0
FALSE;9;;0
FALSE;9;;312541
FALSE;9;;0
FALSE;9;;0
FALSE;9;;21411
FALSE;9;;184449
FALSE;9;;10204
FALSE;9;;0
FALSE;9;;28334
FALSE;9;;0
FALSE;9;;0
FALSE;10;;42935
FALSE;10;;0
FALSE;10;;0
FALSE;10;;13937
FALSE;10;;21034
FALSE;10;;0
FALSE;10;;1637
FALSE;10;;3669
FALSE;10;;1859
FALSE;10;;18642
FALSE;10;;41252
FALSE;10;;0
FALSE;10;;484943
FALSE;10;;0
FALSE;10;;18909
FALSE;10;;17489
FALSE;10;;4710
FALSE;10;;50954
FALSE;10;;29448
FALSE;10;;314534
FALSE;10;;19219
FALSE;10;;0
FALSE;10;;68067
FALSE;11;;0
FALSE;11;;121816
FALSE;11;;0
FALSE;11;;21795
FALSE;11;;28356
FALSE;11;;0
FALSE;11;;0
FALSE;11;;184496
FALSE;11;;19859
FALSE;11;;4600
FALSE;11;;0
FALSE;11;;372851
FALSE;11;;0
FALSE;11;;5782
FALSE;11;;8036
FALSE;11;;0
FALSE;11;;0
FALSE;12;;0
FALSE;12;;21996
FALSE;12;;0
FALSE;12;;14926
FALSE;12;;9115
FALSE;12;;554630
FALSE;12;;0
FALSE;12;;3722
FALSE;12;;3180
FALSE;12;;16146
FALSE;12;;327907
FALSE;12;;59638
FALSE;12;;22887
FALSE;12;;0
FALSE;13;;147981
FALSE;13;;0
FALSE;13;;0
FALSE;13;;46158
FALSE;13;;30103
FALSE;13;;31650
FALSE;13;;7862
FALSE;13;;0
FALSE;13;;10746
FALSE;14;;0
FALSE;14;;49732
FALSE;14;;38288
FALSE;14;;0
FALSE;14;;5244
FALSE;14;;309884
FALSE;14;;342164
FALSE;14;;2500000
FALSE;14;;0
FALSE;14;;315445
FALSE;14;;0
FALSE;14;;51285
FALSE;14;;19647
FALSE;14;;67294
FALSE;14;;0
FALSE;14;;265284
FALSE;14;;0
FALSE;14;;56458
FALSE;14;;19624
FALSE;14;;18834
FALSE;14;;0
FALSE;14;;0
FALSE;14;;
FALSE;14;;0
FALSE;14;;0
FALSE;15;;155212
FALSE;15;;0
FALSE;15;;7235
FALSE;15;;5221
FALSE;15;;152410
FALSE;15;;0
FALSE;15;;0
FALSE;15;;39128
FALSE;15;;271501
FALSE;15;;25422
FALSE;15;;1054174
FALSE;15;;4858
FALSE;15;;0
FALSE;15;;18328
FALSE;15;;26315
FALSE;16;;34528
FALSE;16;;303275
FALSE;16;;96033
FALSE;16;;0
FALSE;16;;0
FALSE;16;;
FALSE;16;;0
FALSE;16;;98454
FALSE;16;;
FALSE;16;;372022
FALSE;16;;323841
FALSE;16;;79904
FALSE;16;;9226
FALSE;16;;
FALSE;16;;0
FALSE;17;;0
FALSE;17;;0
FALSE;17;;8652
FALSE;17;;549247
FALSE;17;;0
FALSE;17;;227384
FALSE;17;;0
FALSE;17;;0
FALSE;17;;0
FALSE;17;;0
FALSE;17;;57332
FALSE;17;;0
FALSE;17;;8624
FALSE;17;;27251
FALSE;17;;1599
FALSE;17;;0
FALSE;17;;19103
FALSE;18;;16628
FALSE;18;;
FALSE;18;;0
FALSE;18;;137209
FALSE;18;;0
FALSE;18;;10179
FALSE;18;;0
FALSE;18;;0
FALSE;18;;277199
FALSE;18;;20235
FALSE;18;;0
FALSE;18;;0
FALSE;18;;0
FALSE;18;;14874
FALSE;18;;1262969
FALSE;18;;137723
FALSE;18;;0
FALSE;18;;109662
FALSE;18;;45420
FALSE;18;;9226
FALSE;18;;142249
FALSE;18;;202118
FALSE;18;;100377
FALSE;19;;0
FALSE;19;;0
FALSE;19;;9393
FALSE;19;;30506
FALSE;19;;46200
FALSE;19;;23249
FALSE;19;;5314
FALSE;19;;19629
FALSE;19;;73909
FALSE;19;;30552
FALSE;19;;0
FALSE;19;;0
FALSE;19;;35088
FALSE;19;;129189
FALSE;19;;213245
FALSE;19;;7612
FALSE;19;;79570
FALSE;19;;0
FALSE;19;;0
FALSE;19;;0
FALSE;20;;146225
FALSE;20;;0
FALSE;20;;0
FALSE;20;;48540
FALSE;20;;0
FALSE;20;;50287
FALSE;20;;0
FALSE;21;;1414952
FALSE;21;;65323
